DATE,Average Wind,Preciptiation,Snow,Temperature
2019-04-03,18.12,0.4,0,47
2019-04-04,17.67,0,0,46
2019-04-05,10.51,0.13,0,40
2019-04-06,7.38,0.09,0,47
2019-04-07,8.28,0,0,55
2019-04-08,11.63,0.31,0,47
2019-04-09,9.84,0.06,0,38
2019-04-10,13.65,0.01,0,42
2019-04-11,9.84,0,0,42
2019-04-12,8.5,0.11,0,47
2019-04-13,14.09,0.28,0,62
2019-04-14,7.61,0.04,0,59
2019-04-15,16.11,0.72,0,56
2019-04-16,18.34,0,0,50
2019-04-17,12.08,0,0,51
2019-04-18,10.96,0,0,48
2019-04-19,22.82,0.02,0,67
2019-04-20,17.9,0.17,0,68
2019-04-21,8.5,0.03,0,61
2019-04-22,11.63,2.3,0,55
2019-04-23,11.63,0.21,0,51
2019-04-24,9.62,0.04,0,55
2019-04-25,10.51,0,0,51
2019-04-26,14.99,0.74,0,49
2019-04-27,17.9,0.66,0,50
2019-04-28,10.51,0.01,0,49
2019-04-29,9.4,0,0,52
2019-04-30,7.61,0.14,0,49
2019-05-01,6.26,0,0,51
2019-05-02,9.62,0.06,0,48
2019-05-03,6.71,0.11,0,48
2019-05-04,5.82,0.14,0,52
2019-05-05,6.49,0.01,0,50
2019-05-06,10.96,0,0,52
2019-05-07,10.96,0.08,0,58
2019-05-08,9.17,0,0,58
2019-05-09,10.74,0,0,52
2019-05-10,11.63,0.01,0,55
2019-05-11,10.96,0,0,64
2019-05-12,6.49,0.39,0,51
2019-05-13,15.88,0.82,0,49
2019-05-14,11.63,0.15,0,45
2019-05-15,9.17,0.01,0,51
2019-05-16,6.49,0,0,57
2019-05-17,5.37,0.24,0,55
2019-05-18,11.41,0,0,62
2019-05-19,14.54,0.22,0,60
2019-05-20,14.32,0.13,0,73
2019-05-21,18.57,0,0,67
2019-05-22,13.87,0,0,61
2019-05-23,14.99,0.12,0,61
2019-05-24,15.43,0,0,65
2019-05-25,12.3,0.03,0,61
2019-05-26,11.86,0.23,0,71
2019-05-27,9.62,0,0,69
2019-05-28,12.3,0.3,0,58
2019-05-29,9.17,0,0,52
2019-05-30,7.61,0.23,0,56
2019-05-31,9.17,0.07,0,63
2019-06-01,8.28,0,0,60
2019-06-02,8.28,0.04,0,56
2019-06-03,15.43,0.04,0,64
2019-06-04,9.62,0,0,63
2019-06-05,12.3,0.05,0,71
2019-06-06,9.84,0.01,0,70
2019-06-07,8.5,0,0,68
2019-06-08,10.07,0,0,68
2019-06-09,9.84,0,0,67
2019-06-10,10.29,0.14,0,66
2019-06-11,11.86,0.53,0,70
2019-06-12,11.63,0,0,68
2019-06-13,11.41,0.63,0,59
2019-06-14,14.32,0,0,63
2019-06-15,15.21,0,0,72
2019-06-16,7.61,0.11,0,69
2019-06-17,8.5,0,0,69
2019-06-18,5.59,0.1,0,67
2019-06-19,7.61,0,0,64
2019-06-20,6.71,0.37,0,66
2019-06-21,10.29,1.19,0,68
2019-06-22,12.3,0,0,72
2019-06-23,12.97,0,0,74
2019-06-24,10.29,0,0,75
2019-06-25,6.93,0.13,0,67
2019-06-26,6.71,0,0,69
2019-06-27,6.71,0,0,65
2019-06-28,6.93,0,0,71
2019-06-29,6.26,1.65,0,77
2019-06-30,10.51,0.16,0,73
2019-07-01,8.95,0,0,71
2019-07-02,9.4,0,0,79
2019-07-03,7.83,0,0,80
2019-07-04,5.82,0,0,79
2019-07-05,9.84,0,0,81
2019-07-06,11.41,1.37,0,82
2019-07-07,10.29,0,0,73
2019-07-08,7.83,0,0,71
2019-07-09,8.5,0,0,78
2019-07-10,7.61,0,0,80
2019-07-11,10.51,0.02,0,77
2019-07-12,5.82,0.81,0,74
2019-07-13,9.4,0,0,78
2019-07-14,10.51,0,0,83
2019-07-15,10.96,0,0,79
2019-07-16,8.95,0,0,80
2019-07-17,10.29,0.43,0,83
2019-07-18,9.84,0.04,0,73
2019-07-19,9.4,0,0,75
2019-07-20,9.84,0,0,89
2019-07-21,13.87,0,0,90
2019-07-22,11.41,0.85,0,81
2019-07-23,11.18,1.03,0,67
2019-07-24,5.14,0,0,71
2019-07-25,8.72,0,0,73
2019-07-26,7.83,0,0,75
2019-07-27,9.84,0,0,75
2019-07-28,10.07,0,0,79
2019-07-29,9.84,0.01,0,84
2019-07-30,8.72,0,0,85
2019-07-31,9.84,1.25,0,82
2019-08-01,7.83,0,0,80
2019-08-02,8.05,0,0,77
2019-08-03,10.74,0,0,77
2019-08-04,7.83,0,0,77
2019-08-05,8.05,0,0,72
2019-08-06,6.71,0,0,71
2019-08-07,10.74,1.9,0,76
2019-08-08,11.41,0.38,0,78
2019-08-09,11.18,0,0,78
2019-08-10,12.97,0,0,76
2019-08-11,10.96,0,0,72
2019-08-12,10.51,0,0,77
2019-08-13,12.3,0,0,78
2019-08-14,7.83,0,0,72
2019-08-15,6.71,0,0,66
2019-08-16,7.38,0,0,68
2019-08-17,8.95,0,0,69
2019-08-18,7.38,0.16,0,73
2019-08-19,11.41,0.01,0,82
2019-08-20,7.83,0,0,79
2019-08-21,10.51,0.08,0,76
2019-08-22,9.84,0,0,80
2019-08-23,9.62,0,0,78
2019-08-24,10.51,0,0,69
2019-08-25,12.3,0,0,66
2019-08-26,9.4,0,0,64
2019-08-27,7.16,0,0,66
2019-08-28,7.83,0.65,0,69
2019-08-29,9.62,0.3,0,74
2019-08-30,12.08,0,0,77
2019-08-31,9.17,0,0,77
2019-09-01,8.5,0,0,69
2019-09-02,7.83,1.11,0,68
2019-09-03,8.28,0,0,71
2019-09-04,12.08,0.33,0,73
2019-09-05,9.17,0,0,68
2019-09-06,12.08,0,0,64
2019-09-07,14.32,0.03,0,65
2019-09-08,9.62,0,0,69
2019-09-09,7.83,0,0,66
2019-09-10,7.61,0,0,67
2019-09-11,13.65,0,0,75
2019-09-12,10.29,0.07,0,69
2019-09-13,11.18,0,0,61
2019-09-14,10.96,0.21,0,62
2019-09-15,9.62,0,0,73
2019-09-16,9.84,0,0,70
2019-09-17,10.74,0,0,64
2019-09-18,12.08,0,0,61
2019-09-19,7.61,0,0,58
2019-09-20,6.26,0,0,64
2019-09-21,6.93,0,0,73
2019-09-22,10.74,0,0,74
2019-09-23,15.21,0.13,0,78
2019-09-24,11.86,0.01,0,74
2019-09-25,9.4,0,0,65
2019-09-26,10.51,0.27,0,68
2019-09-27,8.95,0,0,65
2019-09-28,12.3,0,0,68
2019-09-29,9.17,0,0,70
2019-09-30,10.29,0,0,59
2019-10-01,11.63,0.05,0,62
2019-10-02,11.63,0.22,0,71
2019-10-03,11.41,0.02,0,54
2019-10-04,13.2,0.09,0,56
2019-10-05,9.4,0,0,50
2019-10-06,12.08,0,0,56
2019-10-07,16.11,0.16,0,73
2019-10-08,8.5,0.01,0,62
2019-10-09,17.9,0.07,0,58
2019-10-10,21.25,0.02,0,56
2019-10-11,23.71,0.33,0,56
2019-10-12,11.18,0.01,0,56
2019-10-13,6.26,0,0,59
2019-10-14,7.38,0,0,58
2019-10-15,8.28,0,0,58
2019-10-16,16.33,0.53,0,54
2019-10-17,24.61,0.67,0,57
2019-10-18,14.54,0,0,55
2019-10-19,7.61,0,0,52
2019-10-20,4.7,0,0,53
2019-10-21,8.95,0,0,58
2019-10-22,10.74,0.16,0,55
2019-10-23,10.07,0.42,0,61
2019-10-24,11.86,0,0,59
2019-10-25,5.82,0.01,0,58
2019-10-26,7.61,0,0,56
2019-10-27,15.66,1.43,0,53
2019-10-28,8.5,0.06,0,53
2019-10-29,4.47,0.03,0,54
2019-10-30,3.36,0.09,0,59
2019-10-31,18.12,0.07,0,65
2019-11-01,20.58,0.01,0,62
2019-11-02,6.93,0,0,45
2019-11-03,10.07,0,0,49
2019-11-04,8.72,0,0,48
2019-11-05,7.83,0.4,0,52
2019-11-06,10.51,0,0,52
2019-11-07,11.41,0.23,0,50
2019-11-08,16.78,0,0,39
2019-11-09,9.62,0,0,33
2019-11-10,11.18,0,0,41
2019-11-11,8.5,0,0,48
2019-11-12,13.2,0.08,0,41
2019-11-13,16.11,0,0,27
2019-11-14,6.93,0,0,30
2019-11-15,12.97,0,0,44
2019-11-16,13.42,0,0,37
2019-11-17,13.42,0,0,32
2019-11-18,14.09,0.24,0,40
2019-11-19,4.92,0.24,0,42
2019-11-20,10.51,0.23,0,41
2019-11-21,8.5,0,0,42
2019-11-22,15.66,0.09,0,48
2019-11-23,9.84,0,0,41
2019-11-24,16.33,1.51,0,43
2019-11-25,10.96,0,0,46
2019-11-26,9.17,0,0,50
2019-11-27,6.26,0.2,0,48
2019-11-28,19.46,0.14,0,47
2019-11-29,17.67,0,0,37
2019-11-30,16.11,0,0,33
2019-12-01,10.96,0.62,1.2,29
2019-12-02,24.16,0.43,1.1,39
2019-12-03,15.66,0.38,4.8,32
2019-12-04,9.62,0,0,34
2019-12-05,13.42,0,0,40
2019-12-06,9.17,0.04,0.2,34
2019-12-07,11.86,0,0,32
2019-12-08,9.62,0,0,29
2019-12-09,13.87,0.55,0,45
2019-12-10,15.66,0.19,0,59
2019-12-11,10.96,0.21,2.8,38
2019-12-12,10.07,0,0,30
2019-12-13,6.93,0.1,0,35
2019-12-14,12.53,1.25,0,51
2019-12-15,22.82,0,0,49
2019-12-16,11.41,0,0,34
2019-12-17,9.62,0.65,1.3,31
2019-12-18,14.32,0,0.1,34
2019-12-19,19.69,0,0,22
2019-12-20,13.2,0,0,23
2019-12-21,5.14,0,0,27
2019-12-22,9.84,0,0,36
2019-12-23,11.41,0,0,44
2019-12-24,9.62,0,0,45
2019-12-25,4.7,0,0,37
2019-12-26,6.93,0,0,37
2019-12-27,11.41,0.01,0,41
2019-12-28,10.96,0,0,48
2019-12-29,7.16,0.08,0,40
2019-12-30,20.8,1.29,0,38
2019-12-31,13.42,0.27,0,40
2020-01-01,15.43,0,0,39
2020-01-02,12.53,0,0,40
2020-01-03,7.16,0,0,47
2020-01-04,5.37,0.13,0,47
2020-01-05,16.55,0.11,0,39
2020-01-06,6.71,0,0,33
2020-01-07,9.17,0,0,38
2020-01-08,14.09,0.02,0.1,38
2020-01-09,13.2,0,0,29
2020-01-10,13.87,0,0,38
2020-01-11,18.12,0,0,57
2020-01-12,20.8,0.02,0,66
2020-01-13,9.17,0.01,0,41
2020-01-14,5.59,0,0,39
2020-01-15,8.5,0,0,44
2020-01-16,15.21,0.1,0,42
2020-01-17,20.13,0,0,25
2020-01-18,8.72,0.28,3,18
2020-01-19,13.42,0.02,0,33
2020-01-20,13.87,0,0,26
2020-01-21,7.61,0,0,23
2020-01-22,4.92,0,0,29
2020-01-23,7.38,0,0,36
2020-01-24,6.93,0,0,41
2020-01-25,14.09,0.7,0,42
2020-01-26,12.53,0,0,47
2020-01-27,12.3,0,0,42
2020-01-28,12.97,0,0,41
2020-01-29,10.51,0,0,37
2020-01-30,7.61,0,0,29
2020-01-31,8.95,0,0,35
2020-02-01,4.47,0.02,0,38
2020-02-02,6.93,0,0,39
2020-02-03,9.62,0,0,41
2020-02-04,3.13,0,0,42
2020-02-05,6.26,0.05,0,41
2020-02-06,12.3,0.44,0.3,37
2020-02-07,14.99,0.32,0,40
2020-02-08,16.55,0,0,31
2020-02-09,7.38,0,0,27
2020-02-10,13.42,0.16,0,42
2020-02-11,6.26,0.17,0,43
2020-02-12,11.41,0,0,41
2020-02-13,6.71,0.53,0.2,39
2020-02-14,14.32,0,0,33
2020-02-15,10.29,0,0,19
2020-02-16,11.18,0,0,35
2020-02-17,8.72,0,0,42
2020-02-18,10.74,0.45,0,37
2020-02-19,14.99,0,0,43
2020-02-20,11.86,0,0,32
2020-02-21,10.07,0,0,26
2020-02-22,11.63,0,0,36
2020-02-23,8.95,0,0,44
2020-02-24,8.95,0,0,48
2020-02-25,5.37,0.26,0,47
2020-02-26,9.4,0.15,0,46
2020-02-27,22.59,0.75,0,45
2020-02-28,15.43,0,0,34
2020-02-29,12.3,0,0,31
2020-03-01,12.3,0,0,25
2020-03-02,11.63,0,0,35
2020-03-03,11.18,0.03,0,50
2020-03-04,19.69,0.03,0,47
2020-03-05,10.74,0,0,44
2020-03-06,13.87,0,0,39
2020-03-07,20.13,0,0,36
2020-03-08,10.51,0,0,40
2020-03-09,13.42,0,0,55
2020-03-10,11.41,0,0,52
2020-03-11,9.17,0,0,50
2020-03-12,9.62,0,0,40
2020-03-13,16.33,0.29,0,46
2020-03-14,15.88,0,0,46
2020-03-15,10.51,0,0,40
2020-03-16,12.08,0,0,32
2020-03-17,8.95,0.03,0,36
2020-03-18,9.4,0,0,43
2020-03-19,13.2,0.56,0,41
2020-03-20,15.66,0.02,0,48
2020-03-21,14.09,0,0,49
2020-03-22,11.41,0,0,31
2020-03-23,15.21,1.38,0,33
2020-03-24,12.08,0.35,0,40
2020-03-25,13.87,0,0,40
2020-03-26,11.41,0,0,39
2020-03-27,12.75,0.01,0,51
2020-03-28,6.49,0.08,0,45
2020-03-29,16.11,0.74,0,42
2020-03-30,15.43,0.08,0,40
2020-03-31,12.3,0,0,36
2020-04-01,12.08,0,0,36
2020-04-02,17.67,0.13,0,42
2020-04-03,25.5,0.83,0,43
2020-04-04,13.2,0.04,0,41
2020-04-05,8.28,0,0,43
2020-04-06,10.29,0,0,50
2020-04-07,8.72,0,0,52
2020-04-08,7.16,0.07,0,46
2020-04-09,14.09,0.64,0,44
2020-04-10,18.12,0.01,0,43
2020-04-11,15.21,0,0,44
2020-04-12,10.74,0,0,47
2020-04-13,22.37,0.56,0,55
2020-04-14,10.29,0,0,53
2020-04-15,9.62,0,0,47
2020-04-16,12.3,0,0,42
2020-04-17,14.32,0.01,0,41
2020-04-18,10.29,0.67,0.7,38
2020-04-19,14.99,0,0,46
2020-04-20,9.4,0,0,48
2020-04-21,16.55,0.33,0,43
2020-04-22,19.69,0,0,39
2020-04-23,12.53,0,0,42
2020-04-24,9.17,0.21,0,44
2020-04-25,7.61,0,0,45
2020-04-26,14.99,0.22,0,45
2020-04-27,22.82,0.6,0,41
2020-04-28,10.29,0.01,0,40
2020-04-29,9.84,0,0,44
2020-04-30,13.2,0,0,45
2020-05-01,8.95,0.79,0,52
2020-05-02,12.97,0.01,0,57
2020-05-03,10.07,0,0,64
2020-05-04,11.86,0,0,63
2020-05-05,12.97,0,0,51
2020-05-06,9.17,0.01,0,47
2020-05-07,9.4,0,0,51
2020-05-08,11.86,0.25,0,52
2020-05-09,19.69,0.12,0,41
2020-05-10,14.76,0,0,44
2020-05-11,11.86,0.23,0,52
2020-05-12,15.66,0,0,48
2020-05-13,12.75,0,0,48
2020-05-14,11.18,0,0,57
2020-05-15,10.96,0.67,0,60
2020-05-16,12.97,0.04,0,63
2020-05-17,8.5,0,0,54
2020-05-18,8.28,0,0,54
2020-05-19,12.3,0,0,51
2020-05-20,8.5,0,0,51
2020-05-21,11.18,0,0,58
2020-05-22,14.09,0,0,67
2020-05-23,15.43,0,0,62
2020-05-24,11.86,0,0,50
2020-05-25,6.49,0,0,50
2020-05-26,6.71,0,0,56
2020-05-27,11.63,0,0,70
2020-05-28,13.65,0,0,71
2020-05-29,16.33,0,0,73
2020-05-30,11.41,0.09,0,73
2020-05-31,14.76,0,0,65
2020-06-01,10.96,0,0,56
2020-06-02,8.5,0.02,0,56
2020-06-03,7.38,0.01,0,65
2020-06-04,8.5,0,0,74
2020-06-05,11.41,0.16,0,72
2020-06-06,10.51,0.14,0,75
2020-06-07,9.84,0,0,62
2020-06-08,8.28,0,0,66
2020-06-09,5.59,0,0,67
2020-06-10,9.62,0,0,62
2020-06-11,13.65,0.74,0,67
2020-06-12,8.95,0,0,73
2020-06-13,11.18,0,0,66
2020-06-14,10.51,0,0,60
2020-06-15,7.61,0,0,59
2020-06-16,6.49,0,0,62
2020-06-17,7.83,0,0,64
2020-06-18,9.84,0,0,72
2020-06-19,11.86,0,0,77
2020-06-20,9.62,0,0,79
2020-06-21,8.05,0,0,78
2020-06-22,7.83,0,0,67
2020-06-23,9.84,0,0,72
2020-06-24,9.84,0.01,0,76
2020-06-25,9.4,0,0,77
2020-06-26,9.62,0,0,76
2020-06-27,5.82,0.02,0,74
2020-06-28,6.93,1.19,0,70
2020-06-29,6.71,0.19,0,67
2020-06-30,6.93,0.18,0,64
2020-07-01,5.59,0.07,0,66
2020-07-02,6.93,0,0,71
2020-07-03,12.3,0,0,72
2020-07-04,8.05,0,0,65
2020-07-05,7.61,0.11,0,69
2020-07-06,8.95,0,0,68
2020-07-07,9.62,0,0,68
2020-07-08,12.3,0,0,74
2020-07-09,9.17,0,0,78
2020-07-10,10.96,0,0,74
2020-07-11,15.66,0.01,0,77
2020-07-12,14.32,0,0,80
2020-07-13,7.83,0.07,0,78
2020-07-14,8.95,0.62,0,71
2020-07-15,8.95,0.07,0,66
2020-07-16,8.95,0,0,65
2020-07-17,9.4,0.11,0,64
2020-07-18,6.71,0,0,77
2020-07-19,11.63,0,0,82
2020-07-20,12.97,0,0,82
2020-07-21,10.29,0,0,83
2020-07-22,8.05,0.32,0,75
2020-07-23,7.83,0.57,0,76
2020-07-24,7.61,0,0,74
2020-07-25,6.49,0,0,76
2020-07-26,12.53,0,0,81
2020-07-27,11.41,0,0,86
2020-07-28,11.63,0,0,87
2020-07-29,10.51,0,0,80
2020-07-30,7.61,0,0,78
2020-07-31,6.93,0,0,75
2020-08-01,8.05,0,0,75
2020-08-02,11.41,0.07,0,77
2020-08-03,12.75,0,0,83
2020-08-04,14.32,0.17,0,76
2020-08-05,12.3,0,0,79
2020-08-06,6.71,0,0,77
2020-08-07,6.26,0,0,71
2020-08-08,6.93,0,0,70
2020-08-09,9.62,0,0,76
2020-08-10,8.05,0,0,81
2020-08-11,10.96,0,0,83
2020-08-12,7.38,0,0,81
2020-08-13,7.38,0,0,79
2020-08-14,8.5,0,0,73
2020-08-15,14.09,0,0,68
2020-08-16,11.63,0.16,0,67
2020-08-17,11.18,0.08,0,66
2020-08-18,10.29,0.16,0,73
2020-08-19,8.05,0.06,0,71
2020-08-20,8.5,0,0,69
2020-08-21,11.41,0,0,75
2020-08-22,7.16,0,0,75
2020-08-23,8.05,1.33,0,73
2020-08-24,7.83,0,0,75
2020-08-25,12.53,0,0,79
2020-08-26,13.2,0,0,69
2020-08-27,6.04,0.18,0,64
2020-08-28,5.82,0,0,68
2020-08-29,9.62,0.07,0,70
2020-08-30,14.99,0,0,72
2020-08-31,8.5,0,0,65
2020-09-01,10.96,0,0,66
2020-09-02,7.38,0.2,0,65
2020-09-03,5.82,0.01,0,71
2020-09-04,10.29,0,0,74
2020-09-05,9.62,0,0,70
2020-09-06,6.49,0,0,69
2020-09-07,10.74,0,0,70
2020-09-08,8.95,0,0,69
2020-09-09,5.82,0,0,69
2020-09-10,7.16,0.25,0,74
2020-09-11,9.62,0,0,67
2020-09-12,9.62,0,0,60
2020-09-13,8.72,0,0,63
2020-09-14,13.42,0,0,70
2020-09-15,8.28,0,0,56
2020-09-16,14.09,0,0,61
2020-09-17,10.51,0,0,67
2020-09-18,13.42,0,0,62
2020-09-19,10.51,0,0,54
2020-09-20,10.96,0,0,52
2020-09-21,10.51,0,0,53
2020-09-22,13.65,0,0,54
2020-09-23,11.63,0,0,65
2020-09-24,8.05,0,0,69
2020-09-25,6.04,0,0,65
2020-09-26,7.61,0,0,63
2020-09-27,7.16,0,0,69
2020-09-28,8.95,0.05,0,70
2020-09-29,8.05,0,0,68
2020-09-30,18.34,0.46,0,71
2020-10-01,11.41,0,0,65
2020-10-02,7.38,0.02,0,61
2020-10-03,7.83,0,0,56
2020-10-04,8.05,0,0,56
2020-10-05,8.5,0,0,57
2020-10-06,9.62,0,0,58
2020-10-07,17,0.02,0,62
2020-10-08,15.43,0,0,57
2020-10-09,10.74,0,0,51
2020-10-10,19.46,0,0,63
2020-10-11,12.3,0,0,60
2020-10-12,16.11,0,0,52
2020-10-13,14.76,1.5,0,55
2020-10-14,8.72,0,0,58
2020-10-15,12.3,0,0,59
2020-10-16,9.4,0.77,0,61
2020-10-17,12.75,1.16,0,51
2020-10-18,6.93,0,0,49
2020-10-19,5.14,0,0,51
2020-10-20,5.82,0,0,56
2020-10-21,7.61,0.06,0,58
2020-10-22,7.16,0,0,62
2020-10-23,6.93,0,0,57
2020-10-24,11.41,0,0,60
2020-10-25,10.07,0,0,47
2020-10-26,9.62,0.01,0,50
2020-10-27,8.28,0,0,51
2020-10-28,6.04,0.27,0,47
2020-10-29,9.62,0.91,0,47
2020-10-30,14.54,0.26,4.3,37
2020-10-31,6.71,0,0,33
2020-11-01,6.49,0.62,0,42
2020-11-02,19.24,0,0,42
2020-11-03,14.54,0,0,38
2020-11-04,8.5,0,0,40
2020-11-05,15.21,0,0,57
2020-11-06,12.3,0,0,61
2020-11-07,7.61,0,0,61
2020-11-08,4.25,0,0,60
2020-11-09,2.46,0,0,51
2020-11-10,9.84,0,0,58
2020-11-11,14.32,0.01,0,64
2020-11-12,9.84,0,0,61
2020-11-13,12.08,0.22,0,48
2020-11-14,10.07,0,0,43
2020-11-15,12.3,0.34,0,41
2020-11-16,12.75,0.05,0,51
2020-11-17,11.41,0,0,43
2020-11-18,14.09,0,0,33
2020-11-19,12.75,0,0,29
2020-11-20,17,0,0,51
2020-11-21,9.17,0,0,55
2020-11-22,13.65,0,0,42
2020-11-23,13.65,1.81,0,49
2020-11-24,11.41,0,0,39
2020-11-25,4.25,0.01,0,37
2020-11-26,5.82,0.29,0,49
2020-11-27,4.25,0,0,49
2020-11-28,8.05,0,0,49
2020-11-29,8.05,0,0,44
2020-11-30,16.78,0.85,0,46
2020-12-01,15.66,0.41,0,59
2020-12-02,13.42,0,0,41
2020-12-03,12.53,0,0,41
2020-12-04,13.2,0.02,0,47
2020-12-05,18.12,1.72,0.3,43
2020-12-06,17.22,0,0,34
2020-12-07,10.29,0,0,30
2020-12-08,13.42,0,0,29
2020-12-09,7.61,0,0,29
2020-12-10,9.62,0,0,38
2020-12-11,8.28,0,0,39
2020-12-12,5.82,0.5,0,42
2020-12-13,6.93,0,0,47
2020-12-14,7.83,0.06,0,38
2020-12-15,13.87,0,0,33
2020-12-16,13.2,0.04,0.4,22
2020-12-17,22.59,1.3,12.3,26
2020-12-18,10.29,0,0,25
2020-12-19,6.04,0,0,23
2020-12-20,3.58,0.03,0,29
2020-12-21,5.59,0,0,33
2020-12-22,11.63,0,0,38
2020-12-23,10.07,0,0,35
2020-12-24,12.97,0,0,39
2020-12-25,19.69,1.49,0,53
2020-12-26,17,0,0,36
2020-12-27,8.95,0,0,31
2020-12-28,9.4,0,0,37
2020-12-29,15.43,0,0,37
2020-12-30,11.86,0,0,28
2020-12-31,14.32,0.1,0,42
2021-01-01,6.26,0.1,0,34
2021-01-02,14.32,0.41,0,39
